movie_id,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
movie_0831,Quest Hero,Documentary,Fantasy,,2018,91,G,English,France,7,,,,,TRUE,01-09-2023,FALSE
movie_0832,Dark Princess,Movie,Mystery,,2024,123,R,English,USA,7.5,7530143,3531986,,,FALSE,25-11-2023,FALSE
movie_0833,Mystery Mystery,Movie,Biography,,1999,114,PG,Korean,USA,4,42562175,4613013,,,FALSE,13-09-2022,FALSE
movie_0834,The Mission,TV Series,Crime,,2009,25,TV-14,Japanese,USA,7.1,,,,118,FALSE,22-01-2024,FALSE
movie_0835,Bright Ice,Movie,Mystery,,2021,95,TV-14,French,South Korea,7.9,1167789,819792,,,TRUE,10-06-2021,FALSE
movie_0836,Our Legend,Movie,War,,2015,113,TV-Y7,Korean,USA,6.4,484647,212752946,,,FALSE,04-07-2021,TRUE
movie_0837,Princess Adventure,Movie,Action,Adventure,2015,140,TV-Y,Korean,USA,4.9,,,,,FALSE,06-07-2024,TRUE
movie_0838,Adventure Hero,TV Series,Western,,2018,50,TV-14,English,France,8.1,,,5,121,FALSE,10-10-2023,FALSE
movie_0839,Journey War,Movie,War,Music,1991,153,PG-13,English,UK,8.4,5258946,,,,FALSE,06-05-2025,FALSE
movie_0840,Family Kingdom,Movie,Adventure,,2016,107,TV-14,English,USA,5.1,1028211,,,,FALSE,17-02-2024,FALSE
movie_0841,Day Mystery,Movie,Mystery,,1997,113,PG,French,USA,6,4169507,219618052,,,FALSE,03-02-2024,FALSE
movie_0842,Storm Mission,Movie,Action,,1996,28,PG,Korean,USA,4.4,,2667223,,,TRUE,24-09-2022,TRUE
movie_0843,War Fire,Movie,Comedy,Family,1998,60,PG-13,English,USA,4.8,2630439,,,,FALSE,28-03-2024,FALSE
movie_0844,Journey Story,Movie,Comedy,Comedy,2001,67,R,English,USA,5.1,1204081,,,,FALSE,25-09-2024,TRUE
movie_0845,Little House,TV Series,Thriller,,1996,40,TV-MA,Spanish,South Korea,8,,,12,52,FALSE,16-03-2024,FALSE
movie_0846,Storm Family,Stand-up Comedy,Action,Mystery,2024,61,TV-MA,English,USA,4.8,,,,,FALSE,03-03-2024,TRUE
movie_0847,Mystery War,TV Series,Action,,1992,63,NC-17,English,Canada,9.1,,,9,176,FALSE,05-10-2024,TRUE
movie_0848,Dark Fire,Limited Series,Biography,Biography,2014,61,NC-17,French,USA,3.8,,,5,55,TRUE,16-12-2021,FALSE
movie_0849,House King,Movie,Adventure,,1994,136,TV-MA,English,South Korea,5.3,1868982,134002064,,,FALSE,02-03-2021,FALSE
movie_0850,Mystery City,Movie,Horror,,1999,109,TV-Y,English,USA,4.3,50678574,,,,TRUE,03-09-2022,TRUE
movie_0851,City Battle,Stand-up Comedy,Fantasy,,2003,58,TV-MA,English,UK,6.8,,,,,FALSE,06-01-2025,FALSE
movie_0852,Dream Hero,TV Series,Family,Western,2004,34,TV-PG,English,Canada,,,,8,58,FALSE,28-04-2025,TRUE
movie_0853,Family Journey,TV Series,Fantasy,,2018,37,TV-Y,French,South Korea,,,,7,25,FALSE,08-09-2021,TRUE
movie_0854,Dark House,Movie,Fantasy,,2012,117,PG-13,English,USA,7.8,859774,,,,TRUE,16-07-2024,FALSE
movie_0855,First Night,Movie,Animation,,2024,137,TV-PG,Korean,France,7,5430130,17526308,,,FALSE,05-06-2021,FALSE
movie_0856,Big King,Movie,Fantasy,,2017,76,R,English,South Korea,3.3,37318670,,,,FALSE,13-06-2022,TRUE
movie_0857,Day Warrior,Stand-up Comedy,Sport,Thriller,2011,61,R,English,Canada,3.7,,,,,FALSE,19-01-2024,FALSE
movie_0858,Fire Mystery,TV Series,Horror,,1997,28,TV-PG,French,USA,4.6,,,5,68,TRUE,21-03-2024,FALSE
movie_0859,First Mission,Documentary,Action,Western,2017,98,PG-13,English,USA,5.3,,,,,TRUE,24-06-2022,TRUE
movie_0860,Our Love,Stand-up Comedy,Animation,,2020,40,TV-14,English,USA,,,,,,FALSE,06-05-2021,FALSE
movie_0861,Night Journey,Documentary,Western,History,2022,50,PG-13,Italian,USA,7.7,,,,,TRUE,16-06-2024,FALSE
movie_0862,Day Quest,Stand-up Comedy,Family,,2002,530,TV-MA,Hindi,South Korea,6.3,,,,,FALSE,27-11-2020,FALSE
movie_0863,Fire House,Movie,Music,Mystery,2003,139,TV-14,French,USA,7.3,,,,,TRUE,15-07-2025,FALSE
movie_0864,Dragon Hero,Movie,Sci-Fi,,2012,100,G,English,USA,5.7,,17337817,,,FALSE,30-01-2024,FALSE
movie_0865,Dark Mission,Movie,Sport,Biography,2022,118,R,French,USA,8.4,8577151,116808765,,,FALSE,04-06-2025,FALSE
movie_0866,Love King,TV Series,Comedy,,1997,75,G,English,Japan,4.1,,,10,44,FALSE,18-10-2022,FALSE
movie_0867,Story Legend,Documentary,Mystery,,2008,103,TV-G,Spanish,South Korea,9.6,,,,,FALSE,21-04-2022,TRUE
movie_0868,War Empire,TV Series,Crime,Horror,1965,77,PG-13,English,France,6.5,,,1,150,FALSE,29-09-2021,FALSE
movie_0869,Old City,Movie,Animation,,2001,74,G,English,USA,5.8,341904,6047181,,,FALSE,10-03-2023,FALSE
movie_0870,Little Phoenix,Documentary,Music,Romance,2022,100,TV-PG,English,France,,,,,,TRUE,14-03-2021,FALSE
movie_0871,Princess City,TV Series,Animation,,1994,80,G,English,USA,5.6,,,2,144,TRUE,01-01-2023,FALSE
movie_0872,Journey Journey,Documentary,Action,,1996,46,NC-17,English,USA,7.1,,,,,FALSE,02-04-2022,FALSE
movie_0873,The City,Movie,Western,Music,2000,130,NC-17,English,USA,5.5,5203135,14104172,,,TRUE,19-03-2024,TRUE
movie_0874,Family Legend,Limited Series,Romance,,2017,81,PG-13,English,USA,6,,,12,133,FALSE,22-04-2023,TRUE
movie_0875,Empire Dragon,Limited Series,Fantasy,Crime,2016,41,NC-17,English,USA,6.2,,,8,156,TRUE,10-01-2024,FALSE
movie_0876,Mystery War,TV Series,Action,,2018,31,G,French,India,,,,8,182,FALSE,20-08-2023,FALSE
movie_0877,Family Dragon,Movie,Sci-Fi,,2016,122,TV-PG,Japanese,France,6.4,15085716,,,,TRUE,27-09-2024,FALSE
movie_0878,Mystery Battle,TV Series,Animation,Biography,2021,65,TV-Y,Spanish,Canada,7,,,8,48,FALSE,29-10-2020,FALSE
movie_0879,Storm Fire,TV Series,Action,Family,1998,37,TV-Y,English,USA,7.5,,,7,65,FALSE,16-03-2025,FALSE
movie_0880,My Dragon,Movie,Drama,,2002,94,TV-Y7,Italian,USA,8.5,29878063,2421257,,,FALSE,21-02-2022,FALSE
movie_0881,Adventure Dream,Movie,Comedy,,1993,121,TV-G,Italian,USA,4.5,,13043639,,,FALSE,23-11-2024,FALSE
movie_0882,Little Mystery,TV Series,Horror,,2002,52,TV-MA,English,USA,,,,12,81,FALSE,06-05-2021,FALSE
movie_0883,An Mission,TV Series,Mystery,,2008,17,G,English,India,5.4,,,2,156,FALSE,22-09-2021,FALSE
movie_0884,Queen King,Movie,Animation,,2000,74,TV-G,English,Japan,9,3791520,,,,FALSE,30-07-2021,FALSE
movie_0885,Battle Fire,Movie,Comedy,,2015,74,TV-MA,English,USA,,2627377,10816317,,,FALSE,26-02-2025,FALSE
movie_0886,Empire King,Stand-up Comedy,Adventure,,2015,51,R,German,Canada,5.7,,,,,FALSE,17-12-2023,FALSE
movie_0887,Warrior Phoenix,Movie,Music,Music,2004,115,G,English,USA,4.1,25132790,165389163,,,FALSE,09-03-2023,FALSE
movie_0888,Adventure Phoenix,Limited Series,Documentary,Fantasy,2009,61,PG,English,South Korea,7.1,,,14,196,TRUE,20-06-2024,FALSE
movie_0889,Love Princess,Stand-up Comedy,Crime,War,2002,71,TV-Y,Spanish,Japan,5.9,,,,,FALSE,21-06-2024,FALSE
movie_0890,War Fire,Movie,Music,,2008,14,TV-Y7,English,USA,,9796514,9922315,,,TRUE,07-06-2025,FALSE
movie_0891,Ice House,Movie,Western,Thriller,2018,81,TV-Y7,French,UK,8.6,6422267,1560245,,,FALSE,29-08-2024,FALSE
movie_0892,Dark Dragon,Documentary,Documentary,Documentary,1991,79,NC-17,Spanish,South Korea,5.1,,,,,FALSE,16-05-2024,FALSE
movie_0893,Love Mission,Movie,Adventure,,2011,27,G,English,USA,6.7,1945287,587723,,,TRUE,15-07-2025,TRUE
movie_0894,Mystery Secret,Movie,Thriller,Drama,2013,155,NC-17,Italian,South Korea,,5902404,803661496,,,FALSE,12-04-2021,TRUE
movie_0895,House War,Movie,Animation,,2014,82,TV-PG,English,USA,7.5,1647411,,,,FALSE,18-03-2025,FALSE
movie_0896,Phoenix Hero,Documentary,Romance,,2018,76,NC-17,English,Japan,6.6,,,,,TRUE,30-09-2023,TRUE
movie_0897,First Storm,Movie,Western,,1995,456,TV-MA,English,USA,9.5,,,,,TRUE,10-03-2021,FALSE
movie_0898,First Family,Movie,Adventure,Sci-Fi,2008,125,TV-14,English,Canada,8.9,,9257237,,,TRUE,28-08-2021,TRUE
movie_0899,City Phoenix,Stand-up Comedy,History,,2002,43,NC-17,Spanish,USA,6.6,,,,,FALSE,19-12-2020,FALSE
movie_0900,Ice Love,Documentary,Drama,,2001,66,NC-17,Japanese,USA,9.5,,,,,TRUE,24-07-2022,FALSE
movie_0901,First Hero,TV Series,War,Animation,2013,28,PG-13,English,USA,4.7,,,2,30,FALSE,12-08-2020,FALSE
movie_0902,Mystery Ice,TV Series,Action,Drama,2004,41,NC-17,English,USA,3.7,,,14,56,TRUE,22-10-2024,TRUE
movie_0903,Secret Battle,Stand-up Comedy,Animation,,2024,63,TV-14,German,USA,8.3,,,,,FALSE,30-08-2023,FALSE
movie_0904,Battle Mission,Movie,Biography,,2007,106,PG-13,Hindi,USA,5,15460729,12117921,,,FALSE,20-07-2023,FALSE
movie_0905,Dark Quest,Movie,Adventure,,2020,153,TV-Y,English,USA,6.3,,52461237,,,TRUE,17-02-2024,FALSE
movie_0906,Mystery Mystery,Movie,Fantasy,Western,2018,93,PG-13,English,USA,3.5,2480786,,,,TRUE,07-06-2023,FALSE
movie_0907,Phoenix Secret,Limited Series,Romance,,1993,59,TV-Y,English,Japan,4.2,,,,189,TRUE,14-08-2023,FALSE
movie_0908,Love War,Movie,Sport,,1990,86,TV-Y,English,USA,6.2,4103654,6858445,,,FALSE,13-06-2021,FALSE
movie_0909,Day Mission,Movie,Romance,Fantasy,2000,86,PG-13,German,USA,7.1,3817917,7105587,,,FALSE,12-09-2021,FALSE
movie_0910,Night Battle,Stand-up Comedy,Thriller,Western,2000,62,PG,English,USA,6.2,,,,,FALSE,21-03-2021,FALSE
movie_0911,Bright Dragon,Stand-up Comedy,Thriller,,2018,55,TV-14,English,USA,7.9,,,,,FALSE,23-09-2022,TRUE
movie_0912,Mission Night,Stand-up Comedy,Adventure,,2015,72,TV-Y7,English,USA,2.6,,,,,FALSE,10-01-2023,FALSE
movie_0913,Empire Secret,TV Series,Crime,Sport,2020,29,TV-G,Japanese,UK,7.8,,,2,70,TRUE,25-04-2024,FALSE
movie_0914,Love Secret,Movie,Music,Western,2018,100,R,English,USA,3.3,8658634,,,,FALSE,19-03-2023,TRUE
movie_0915,Journey Adventure,TV Series,Romance,Fantasy,2004,36,PG-13,English,France,8.8,,,11,27,TRUE,10-07-2025,FALSE
movie_0916,Adventure Dream,Movie,Documentary,,2017,97,G,English,USA,7.7,5230091,310864542,,,TRUE,28-03-2022,FALSE
movie_0917,Adventure Ice,Movie,Adventure,,2004,65,TV-PG,German,UK,,2308408,37466547,,,FALSE,21-07-2021,FALSE
movie_0918,Secret Phoenix,Stand-up Comedy,Sport,,2002,59,TV-PG,English,South Korea,6.4,,,,,FALSE,08-02-2021,FALSE
movie_0919,The War,Movie,War,Sport,2012,99,TV-Y7,English,USA,4.5,2037924,6245998,,,FALSE,08-10-2022,TRUE
movie_0920,Story Warrior,Movie,Music,,1998,129,R,English,Canada,10,1568923,910439,,,FALSE,11-07-2021,FALSE
movie_0921,Phoenix House,Movie,War,Thriller,1998,114,TV-MA,Hindi,Japan,7.1,,17204463,,,FALSE,14-01-2024,FALSE
movie_0922,Our Story,Movie,Crime,,2017,118,NC-17,French,Canada,8,,,,,TRUE,29-11-2024,TRUE
movie_0923,Last Phoenix,TV Series,Adventure,Fantasy,1995,45,TV-Y7,English,USA,5.7,,,4,182,FALSE,20-08-2020,TRUE
movie_0924,Fire King,TV Series,Drama,,2022,64,PG,Spanish,USA,,,,1,98,FALSE,22-07-2021,FALSE
movie_0925,Quest Princess,Movie,Mystery,,2005,134,TV-G,English,France,6.2,16797086,,,,FALSE,16-06-2025,FALSE
movie_0926,Family Queen,Movie,Sci-Fi,Action,2024,125,NC-17,Spanish,USA,,,10714224,,,FALSE,02-05-2024,FALSE
movie_0927,Fire Ice,TV Series,Sci-Fi,,2008,40,TV-G,French,France,6.7,,,12,37,TRUE,03-09-2022,TRUE
movie_0928,Little Dream,TV Series,Horror,,2008,54,PG,Spanish,USA,5.9,,,5,131,FALSE,13-12-2023,FALSE
movie_0929,Fire King,Movie,Adventure,,2001,144,G,English,USA,6.4,6055248,54612,,,FALSE,26-01-2023,FALSE
movie_0930,Dark Day,Limited Series,Animation,History,1991,18,TV-14,English,Canada,5.8,,,8,99,FALSE,30-04-2025,FALSE
movie_0931,Family King,Movie,War,,2011,91,TV-Y,English,USA,4.2,6878404,2032055569,,,FALSE,12-08-2020,FALSE
movie_0932,Hero Empire,Limited Series,Sci-Fi,Adventure,1992,63,NC-17,English,USA,9,,,6,46,FALSE,22-04-2021,FALSE
movie_0933,Princess Family,Movie,Horror,,2014,136,TV-PG,Hindi,USA,7.5,1750334,8461465,,,FALSE,06-01-2023,FALSE
movie_0934,Kingdom House,TV Series,Comedy,,2018,23,TV-G,English,Canada,6.8,,,2,22,TRUE,02-03-2021,TRUE
movie_0935,Day Adventure,Movie,Thriller,,2003,122,TV-PG,French,USA,,,,,,TRUE,31-10-2021,FALSE
movie_0936,Quest Empire,Movie,Family,Crime,2019,85,G,English,USA,3.7,,212795,,,FALSE,04-12-2024,TRUE
movie_0937,Journey House,Movie,History,,2010,108,TV-Y7,English,USA,0.6,27987637,,,,FALSE,26-11-2020,FALSE
movie_0938,Old House,Movie,Crime,War,1995,116,R,English,USA,1.7,6877911,65073829,,,TRUE,05-04-2021,TRUE
movie_0939,Dragon War,TV Series,Crime,,2000,66,TV-Y7,English,Canada,6.2,,,10,117,FALSE,08-07-2021,FALSE
movie_0940,Fire Warrior,Limited Series,Documentary,,2016,69,TV-PG,English,USA,7.5,,,,146,FALSE,15-11-2020,FALSE
movie_0941,A Mystery,Movie,War,,2023,117,TV-PG,Spanish,Germany,5.6,,31526910,,,FALSE,01-05-2025,FALSE
movie_0942,King Legend,Stand-up Comedy,Mystery,,1999,98,TV-14,English,Canada,5.9,,,,,TRUE,31-12-2022,TRUE
movie_0943,Dream Adventure,TV Series,Music,,2021,49,TV-MA,English,Japan,9.4,,,14,52,TRUE,04-12-2022,FALSE
movie_0944,Dark Love,Movie,Sci-Fi,Animation,1990,103,G,English,Japan,8.3,755027,121486,,,FALSE,21-07-2023,FALSE
movie_0945,Secret Ice,Documentary,Sport,Sci-Fi,2010,97,TV-Y7,English,USA,6.6,,,,,TRUE,30-04-2023,FALSE
movie_0946,Quest Warrior,Movie,Comedy,Action,2001,83,G,English,France,6.5,10571426,2106307,,,FALSE,28-09-2023,FALSE
movie_0947,Secret Mission,Movie,Biography,,1999,84,PG-13,Spanish,USA,9.3,7872425,5076773,,,FALSE,23-04-2023,FALSE
movie_0948,Little Night,TV Series,History,,2015,52,TV-Y,English,USA,6.8,,,1,164,TRUE,15-11-2022,FALSE
movie_0949,Warrior Adventure,Movie,History,Adventure,2006,106,G,Italian,USA,6,10082632,2344323,,,FALSE,16-10-2023,TRUE
movie_0950,War Day,TV Series,Thriller,,2000,55,TV-14,Korean,USA,6.1,,,11,184,FALSE,30-03-2024,FALSE
movie_0951,Big House,TV Series,Horror,,2020,38,G,English,USA,6.7,,,6,72,TRUE,20-09-2020,FALSE
movie_0952,Queen Day,Movie,Western,Music,2009,121,PG,English,USA,8.8,9065794,,,,FALSE,21-07-2023,FALSE
movie_0953,Bright Love,Documentary,Drama,Western,1999,108,TV-G,Spanish,South Korea,5,,,,,FALSE,27-11-2020,FALSE
movie_0954,Mission Adventure,Movie,Comedy,,2020,151,PG,German,USA,5.6,479995,31220059,,,TRUE,20-10-2020,FALSE
movie_0955,Queen Empire,Movie,Fantasy,,2022,87,PG-13,Spanish,USA,7.2,,,,,TRUE,03-03-2022,FALSE
movie_0956,A Love,Stand-up Comedy,Adventure,,2001,97,G,English,USA,8.4,,,,,FALSE,20-01-2023,FALSE
movie_0957,Storm Love,Documentary,Sci-Fi,Family,2024,102,TV-14,Italian,Canada,6.3,,,,,TRUE,24-05-2021,FALSE
movie_0958,Story Warrior,Movie,Thriller,,2022,104,G,English,USA,9.1,7640901,8187582,,,FALSE,19-05-2021,FALSE
movie_0959,A Dragon,TV Series,Animation,,2016,51,R,French,USA,8.9,,,14,17,TRUE,11-05-2023,FALSE
movie_0960,Quest Quest,TV Series,Animation,,2015,29,PG-13,English,Canada,7,,,3,46,TRUE,23-02-2022,TRUE
movie_0961,Story Mystery,Movie,Fantasy,,2014,115,TV-Y7,Spanish,South Korea,7.3,,341983926,,,TRUE,30-04-2025,FALSE
movie_0962,City Ice,TV Series,History,,2018,45,TV-PG,English,USA,6.8,,,9,198,FALSE,03-05-2022,TRUE
movie_0963,War Dream,Limited Series,Sci-Fi,,1998,24,NC-17,English,USA,6.7,,,11,30,TRUE,18-05-2025,FALSE
movie_0964,Journey Empire,TV Series,Crime,Documentary,1992,58,TV-Y,English,UK,7.1,,,4,18,TRUE,22-11-2022,FALSE
movie_0965,Empire Legend,Movie,Sport,Western,1997,29,PG-13,Spanish,Canada,3.5,1437629,5514939,,,FALSE,06-08-2020,FALSE
movie_0966,A Adventure,Stand-up Comedy,Crime,,2024,70,TV-G,English,USA,5.9,,,,,FALSE,20-01-2024,FALSE
movie_0967,Our Adventure,TV Series,Adventure,,2017,66,TV-G,German,USA,7,,,11,107,FALSE,20-04-2025,FALSE
movie_0968,First Queen,TV Series,Fantasy,,1996,46,NC-17,English,USA,5.8,,,9,14,FALSE,16-03-2024,FALSE
movie_0969,Adventure Story,Movie,Crime,Music,1993,131,TV-MA,English,India,6.1,1905142,389765,,,FALSE,30-01-2022,FALSE
movie_0970,House King,TV Series,Biography,,2005,52,PG,Spanish,USA,,,,7,159,FALSE,21-12-2021,TRUE
movie_0971,Warrior Empire,TV Series,Romance,,1998,48,NC-17,German,Canada,6.3,,,9,107,FALSE,21-04-2022,FALSE
movie_0972,Bright Mystery,Stand-up Comedy,Sport,,1995,54,PG-13,Spanish,USA,6.8,,,,,FALSE,02-12-2024,FALSE
movie_0973,Dark Kingdom,TV Series,Romance,,2001,66,R,German,USA,6.2,,,3,133,TRUE,03-10-2022,FALSE
movie_0974,Queen Storm,TV Series,Crime,Drama,2002,50,TV-14,English,Germany,5.8,,,,11,FALSE,28-06-2024,FALSE
movie_0975,Quest War,Movie,History,Adventure,2013,101,TV-MA,French,USA,5.5,12437786,110918415,,,FALSE,14-11-2022,FALSE
movie_0976,Dragon Journey,Movie,Adventure,Documentary,2015,111,G,Hindi,Japan,7.3,45933057,2099413,,,FALSE,16-09-2022,FALSE
movie_0977,Little Secret,Movie,Family,Romance,2021,131,TV-PG,English,Germany,,1815186,2039126,,,FALSE,12-06-2021,FALSE
movie_0978,City Night,Movie,Romance,Music,2017,93,PG-13,Korean,UK,8.5,1669938,5999880,,,TRUE,23-03-2022,TRUE
movie_0979,Story Legend,Movie,War,,2017,110,R,French,USA,7.6,2371950,,,,FALSE,03-10-2023,FALSE
movie_0980,War Battle,TV Series,Adventure,Biography,1966,17,TV-MA,Spanish,USA,8,,,13,166,FALSE,11-03-2024,FALSE
movie_0981,First Dragon,Movie,Biography,,2008,90,TV-14,English,India,5.4,,144443940,,,TRUE,07-02-2025,FALSE
movie_0982,Storm Dream,Movie,Horror,,1998,99,TV-PG,Japanese,Japan,9.2,9850569,8806633,,,FALSE,09-05-2024,FALSE
movie_0983,Day Legend,Movie,Action,Romance,2002,61,R,Japanese,Canada,9.4,11539630,248879,,,FALSE,13-03-2022,FALSE
movie_0984,Family Day,Stand-up Comedy,History,,2006,59,G,English,Canada,5.8,,,,,FALSE,24-09-2024,TRUE
movie_0985,Queen Night,Documentary,Sci-Fi,,2000,89,TV-14,French,France,7.7,,,,,FALSE,21-01-2024,FALSE
movie_0986,Love Day,TV Series,Horror,,2022,37,NC-17,English,USA,8.5,,,10,153,FALSE,26-03-2023,FALSE
movie_0987,Phoenix Storm,TV Series,Horror,Sci-Fi,2023,51,TV-Y,English,USA,6.8,,,1,93,FALSE,26-05-2023,FALSE
movie_0988,Little Journey,Stand-up Comedy,War,,2006,72,R,English,Canada,1.6,,,,,TRUE,09-01-2024,FALSE
movie_0989,Empire Family,Movie,Biography,Fantasy,2008,168,TV-14,English,Canada,6.9,,784225,,,FALSE,15-07-2025,FALSE
movie_0990,Big Quest,Documentary,Mystery,,1997,28,G,English,USA,3.4,,,,,FALSE,20-04-2025,FALSE
movie_0991,Last Queen,Movie,Drama,,1992,76,PG,Italian,USA,6.5,4303395,6895198,,,FALSE,19-07-2021,FALSE
movie_0992,The Love,Movie,Horror,Music,2018,57,TV-14,English,USA,6.2,461832,,,,FALSE,15-12-2022,FALSE
movie_0993,Old Phoenix,Stand-up Comedy,Western,,2020,19,PG,Spanish,Canada,3.7,,,,,FALSE,08-05-2025,FALSE
movie_0994,Battle Queen,Movie,Mystery,,1990,119,TV-14,German,USA,1.4,,28637,,,FALSE,22-02-2024,TRUE
movie_0995,Big Day,Movie,Horror,,2024,185,TV-PG,Japanese,South Korea,7.9,436936,25050655,,,FALSE,13-01-2024,FALSE
movie_0996,Secret Mission,TV Series,Sci-Fi,,1997,69,NC-17,English,South Korea,6.4,,,2,24,FALSE,28-05-2021,TRUE
movie_0997,House Empire,TV Series,History,Biography,2024,21,R,French,USA,7.1,,,11,124,FALSE,29-02-2024,FALSE
movie_0998,Day Legend,Limited Series,Fantasy,,2013,69,TV-14,English,USA,6,,,8,162,TRUE,25-09-2022,FALSE
movie_0999,Ice War,Movie,Crime,,1997,16,TV-Y7,English,USA,7,49649970,139707,,,FALSE,06-01-2024,FALSE
movie_1000,Last Night,TV Series,Sport,,1993,42,NC-17,English,UK,,,,10,25,FALSE,02-09-2021,FALSE
movie_0846,Storm Family,Stand-up Comedy,Action,Mystery,2024,61,TV-MA,English,USA,4.8,,,,,FALSE,03-03-2024,TRUE
movie_0814,Adventure Legend,TV Series,Adventure,,2004,62,TV-Y7,Korean,USA,6.3,,,11,13,FALSE,04-03-2022,FALSE
movie_0537,New Story,Movie,Horror,,1998,67,PG-13,Italian,UK,5.6,3291844,9314738,,,TRUE,16-08-2022,TRUE
movie_0996,Secret Mission,TV Series,Sci-Fi,,1997,69,NC-17,English,South Korea,6.4,,,2,24,FALSE,28-05-2021,TRUE
movie_0586,A Adventure,Documentary,Drama,Documentary,2021,99,R,English,USA,4.4,,,,,TRUE,26-10-2021,FALSE
movie_0932,Hero Empire,Limited Series,Sci-Fi,Adventure,1992,63,NC-17,English,USA,9,,,6,46,FALSE,22-04-2021,FALSE
movie_0746,Fire Journey,Movie,Music,,1995,82,TV-MA,Hindi,USA,0.8,954741,,,,FALSE,09-03-2025,FALSE
movie_0147,Dark Love,Documentary,Action,,1996,34,G,Japanese,UK,3.9,,,,,FALSE,11-02-2023,FALSE
movie_0305,Legend House,Movie,Adventure,Fantasy,1984,113,TV-MA,English,Japan,,,53455628,,,TRUE,14-06-2021,FALSE
movie_0210,Princess Kingdom,Movie,Sport,,2018,83,TV-14,German,Canada,2.7,2206961,,,,FALSE,15-02-2022,FALSE
movie_0891,Ice House,Movie,Western,Thriller,2018,81,TV-Y7,French,UK,8.6,6422267,1560245,,,FALSE,29-08-2024,FALSE
movie_0206,Big Dragon,TV Series,Romance,,2003,50,PG-13,English,Canada,6,,,9,97,FALSE,13-04-2023,FALSE
movie_0043,City Queen,Documentary,Family,,2005,80,PG-13,Spanish,USA,6.3,,,,,FALSE,12-12-2022,FALSE
movie_0034,Mission Kingdom,TV Series,War,Horror,2018,48,TV-PG,English,India,7.7,,,14,138,TRUE,22-10-2023,TRUE
movie_0055,Queen Quest,Movie,Sci-Fi,,2002,84,G,Italian,India,4.7,6494786,,,,TRUE,21-11-2023,TRUE
movie_0590,Secret City,Documentary,War,,2012,104,NC-17,English,India,5.4,,,,,FALSE,15-12-2022,TRUE
movie_0274,Story Phoenix,Stand-up Comedy,Horror,,1996,51,NC-17,Korean,USA,6.8,,,,,TRUE,11-11-2024,FALSE
movie_0618,First Kingdom,TV Series,War,Romance,2014,58,NC-17,English,South Korea,,,,1,152,FALSE,30-05-2024,FALSE
movie_0468,King Phoenix,TV Series,Action,Western,1992,27,TV-Y7,Spanish,USA,7,,,,117,FALSE,17-06-2023,FALSE
movie_0557,Queen Hero,Movie,Sport,,2020,147,TV-G,English,USA,7.8,13882650,1054653607,,,FALSE,09-03-2022,FALSE
movie_0980,War Battle,TV Series,Adventure,Biography,1966,17,TV-MA,Spanish,USA,8,,,13,166,FALSE,11-03-2024,FALSE
movie_0964,Journey Empire,TV Series,Crime,Documentary,1992,58,TV-Y,English,UK,7.1,,,4,18,TRUE,22-11-2022,FALSE
movie_0088,Journey Love,TV Series,Sport,,1990,63,PG-13,English,Canada,7.2,,,4,79,FALSE,02-03-2023,FALSE
movie_0138,Kingdom Fire,Movie,Biography,Comedy,2024,118,PG,English,Canada,5.6,2785266,20178073,,,FALSE,29-05-2023,FALSE
movie_0089,Mystery Day,Movie,Romance,,2014,79,TV-Y7,Hindi,Japan,0.9,44425136,16348642,,,TRUE,07-06-2021,TRUE
movie_0452,Family Secret,Limited Series,Romance,,2024,56,TV-Y7,French,USA,,,,11,58,TRUE,23-12-2023,FALSE
movie_0788,Day Warrior,Stand-up Comedy,Documentary,Animation,2024,44,TV-Y7,Spanish,South Korea,6,,,,,TRUE,10-10-2021,FALSE
movie_0383,Day City,TV Series,Crime,,2022,42,G,English,USA,5.7,,,6,89,FALSE,28-09-2023,FALSE
movie_0716,Love Battle,Stand-up Comedy,War,,2022,91,R,English,Germany,4.4,,,,,FALSE,15-10-2020,TRUE
movie_0600,Big Adventure,TV Series,History,Fantasy,1992,40,TV-Y,Korean,South Korea,,,,14,173,FALSE,08-12-2022,FALSE
movie_0625,Day Night,Movie,Documentary,,2003,105,TV-Y,English,USA,,,,,,FALSE,13-10-2021,FALSE
movie_0823,Adventure Ice,Movie,Comedy,,1992,87,TV-PG,English,UK,,527595,,,,FALSE,15-01-2022,FALSE
movie_0151,Night Love,Movie,Animation,,2005,98,TV-Y,English,South Korea,6.2,5071451,235899,,,FALSE,11-12-2022,FALSE
movie_0571,City Princess,Documentary,Family,History,2011,73,TV-MA,Japanese,South Korea,4.4,,,,,TRUE,04-11-2024,FALSE
movie_0035,Princess Love,TV Series,Family,Romance,1994,38,TV-PG,English,USA,7.4,,,,62,FALSE,01-03-2021,FALSE
movie_0140,City Empire,Documentary,Sport,,2023,19,TV-14,English,France,5.6,,,,,FALSE,20-06-2025,FALSE
movie_0517,Storm Legend,TV Series,War,,1998,48,TV-MA,English,Japan,6,,,9,85,FALSE,21-07-2021,FALSE
movie_0696,House Empire,Limited Series,Biography,,2010,54,G,Korean,USA,7.2,,,10,174,FALSE,19-08-2023,FALSE
